ID,Education,Marital_Status,Income,Recency,Wine_Spending,Fruit_Spending,Meat_Spending,Fish_Spending,Sweet_Spending,Gold_Spending,Discount_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Monthly_Web_Visit,Complain,Partner,Monetary,Frequency,Age,Length,Total_Campaign,Cluster_Group,CLV,Churn_Risk,Engagement_Score,Loyalty_Status
2781,Middle,Single,72066.0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1792,16,30-39,556,3,2,8960,Low,55.48514851485149,Loyal
1165,Master,Single,50729.0,62,239,13,143,45,4,52,9,6,2,7,6,0,2,496,15,50-59,973,0,0,2480,Low,28.57178217821782,Regular
1404,Middle,Others,34916.0,89,51,23,82,33,0,42,4,5,1,3,9,0,2,231,9,40-49,960,0,0,1155,Low,15.824257425742575,Regular
6457,Middle,Others,64892.0,77,527,24,230,32,24,65,2,6,4,12,4,0,1,902,22,30-39,581,0,2,4510,Low,45.36138613861386,Loyal
2639,Middle,Single,43602.0,45,19,5,12,10,3,19,3,3,1,2,6,0,2,68,6,40-49,720,0,0,340,Low,8.846534653465348,Regular
8299,Master,Single,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,71,5,19-29,841,0,0,355,Low,7.655940594059405,Regular
6437,Basic,Single,41473.0,80,21,8,20,15,3,9,1,2,0,3,7,0,1,76,5,30-39,925,0,0,380,Low,7.7549504950495045,Regular
6912,Master,Married,63246.0,60,593,30,91,29,22,7,1,6,3,12,4,0,2,772,21,40-49,863,0,2,3860,Low,41.53712871287129,Loyal
7327,Master,Married,36732.0,71,21,5,3,10,1,7,3,1,1,4,2,0,2,47,6,50-59,732,0,0,235,Low,8.430693069306932,Regular
5299,Master,Married,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,1,1586,23,40-49,772,0,2,7930,Low,60.15594059405941,Loyal
4127,Master,Married,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,0,1,1529,32,40-49,1042,2,1,7645,Low,70.27722772277227,Loyal
8143,Master,Single,37929.0,49,202,2,46,3,2,10,2,4,2,5,7,0,0,265,11,30-39,884,3,0,1325,Low,18.997524752475247,Regular
1964,Middle,Others,86610.0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,1603,17,60-69,847,0,2,8015,Low,52.99257425742574,Loyal
3690,Master,Married,80141.0,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,2091,21,19-29,1084,2,1,10455,Low,67.6559405940594,Loyal
3433,Basic,Married,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,981,20,60-69,941,1,1,4905,Low,44.42574257425743,Loyal
3389,Middle,Married,69016.0,61,726,53,363,123,107,161,4,8,9,13,5,0,1,1533,30,40-49,1134,0,1,7665,Low,67.85643564356437,Loyal
4712,Basic,Others,20193.0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,82,6,19-29,1128,0,0,410,Low,9.123762376237625,Regular
1170,Middle,Married,27573.0,45,50,15,110,39,15,15,4,5,1,4,8,0,1,244,10,40-49,1011,0,0,1220,Low,17.33168316831683,Regular
6347,Basic,Single,15862.0,26,1,1,4,11,9,10,1,1,0,3,8,0,1,36,4,30-39,917,0,0,180,Low,5.7128712871287135,New
4065,Master,Married,49544.0,0,308,0,73,0,0,23,2,5,1,8,7,0,1,404,14,30-39,1052,0,0,2020,Low,25.5,Regular
8230,Middle,Married,33228.0,28,22,2,31,7,4,5,1,2,0,3,7,0,1,71,5,30-39,707,0,0,355,Low,7.655940594059405,Regular
1215,Middle,Others,70440.0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,1572,22,30-39,814,1,2,7860,Low,58.62871287128713,Loyal
5939,Middle,Others,38232.0,84,43,5,28,7,6,33,4,3,1,3,5,0,2,122,7,40-49,713,0,0,610,Low,11.165841584158418,Regular
2156,Master,Married,22554.0,38,27,0,10,0,0,4,4,2,0,4,5,0,2,41,6,60-69,1153,0,0,205,Low,8.311881188118814,Regular
7788,Master,Married,23536.0,53,6,0,3,0,0,1,1,0,0,3,3,0,1,10,3,30-39,575,0,0,50,Low,3.9480198019801986,New
10323,Middle,Married,49413.0,88,205,7,41,3,2,46,2,4,2,5,5,0,1,304,11,60-69,797,0,0,1520,Low,19.76980198019802,Regular
7947,Middle,Married,42231.0,99,24,0,8,0,1,4,1,1,0,3,5,0,2,37,4,40-49,646,0,0,185,High,5.732673267326733,New
1891,Master,Others,78789.0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,1754,15,30-39,1240,1,1,8770,Low,53.48267326732673,Regular
2570,Middle,Others,56534.0,35,691,7,61,10,0,46,4,10,4,7,8,0,1,815,21,40-49,891,3,2,4075,Low,42.38861386138614,Loyal
9256,Middle,Single,58350.0,5,493,26,206,116,80,80,4,8,3,12,6,0,1,1001,23,40-49,1091,0,1,5005,Low,48.57178217821782,Loyal
295,Middle,Single,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,1157,21,19-29,895,0,1,5785,Low,49.160891089108915,Loyal
7397,Middle,Single,49090.0,45,494,5,82,7,0,100,3,7,2,9,7,0,1,688,18,60-69,895,0,2,3440,Low,36.12376237623762,Loyal
6349,Master,Others,61787.0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,1319,18,19-29,908,0,1,6595,Low,48.618811881188115,Loyal
10790,Master,Married,18169.0,40,9,0,5,0,0,7,1,1,0,2,8,0,1,21,3,30-39,1045,0,0,105,Low,4.165841584158417,New
10398,Basic,Single,24336.0,82,1,6,2,8,2,12,1,1,0,2,7,0,1,31,3,30-39,1221,0,0,155,Low,4.363861386138614,New
2431,Middle,Married,18222.0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,67,5,19-29,1095,0,0,335,Low,7.576732673267326,Regular
550,Middle,Others,62335.0,87,243,131,217,85,6,26,2,3,3,13,2,0,1,708,19,60-69,952,0,1,3540,Low,37.769801980198025,Loyal
1890,Basic,Others,42033.0,95,11,1,4,2,0,7,1,1,0,2,7,0,2,25,3,40-49,1198,0,0,125,High,4.2450495049504955,New
10742,Master,Married,86580.0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,746,11,30-39,1037,1,0,3730,Low,28.52227722772277,Regular
10356,Master,Others,41437.0,5,29,0,2,0,0,1,1,1,0,3,7,0,2,32,4,50-59,1195,0,0,160,Low,5.633663366336634,New
4676,Master,Others,73705.0,86,612,91,520,258,107,107,2,9,6,8,5,0,2,1695,23,60-69,666,0,2,8475,Low,62.31435643564357,Loyal
8852,Middle,Married,61064.0,80,387,126,342,0,45,180,5,8,4,11,6,0,1,1080,23,30-39,1217,0,1,5400,Low,50.13613861386139,Loyal
3565,Master,Married,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,2,72,6,60-69,641,0,0,360,Low,8.925742574257427,Regular
5294,Middle,Single,18358.0,49,6,8,19,16,4,4,3,3,0,4,7,0,1,57,7,19-29,771,0,0,285,Low,9.87871287128713,Regular
1958,Master,Others,55012.0,85,582,0,65,0,0,13,6,8,2,9,5,0,1,660,19,40-49,650,0,2,3300,Low,36.819306930693074,Loyal
7349,Basic,Others,9722.0,7,6,17,16,6,16,42,4,3,1,3,8,0,1,103,7,40-49,1185,1,0,515,Low,10.789603960396041,Regular
8799,Master,Married,38175.0,6,70,6,69,2,3,3,3,3,1,4,7,0,1,153,8,30-39,829,0,0,765,Low,13.02970297029703,Regular
1351,Master,Others,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,0,1,1220,28,50-59,1197,1,1,6100,Low,59.158415841584166,Loyal
1045,Middle,Others,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,0,1,279,11,50-59,1232,0,0,1395,Low,19.274752475247524,Regular
7732,Middle,Married,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,1,745,19,30-39,728,0,2,3725,Low,38.50247524752476,Loyal
8070,Master,Married,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,1,264,11,40-49,670,0,0,1320,Low,18.97772277227723,Regular
477,Middle,Married,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,0,0,2157,21,19-29,562,5,2,10785,Low,68.9628712871287,Loyal
7832,Master,Married,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,0,1,1526,22,50-59,855,4,2,7630,Low,57.71782178217821,Loyal
2202,Middle,Others,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,1,69,5,30-39,996,0,0,345,Low,7.616336633663366,Regular
7396,Middle,Married,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1597,25,40-49,1146,1,1,7985,Low,62.87376237623763,Loyal
4055,Basic,Single,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,1,64,6,19-29,581,0,0,320,Low,8.767326732673268,Regular
10340,Middle,Others,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,1,497,12,30-39,1143,0,1,2485,Low,24.841584158415845,Regular
10091,Middle,Single,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,1,1067,15,50-59,955,0,1,5335,Low,39.87871287128713,Regular
7629,Middle,Married,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,2,31,5,30-39,602,0,0,155,Low,6.863861386138614,Regular
10640,Middle,Others,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,2,211,9,40-49,847,0,0,1055,Low,15.428217821782178,Regular
3498,Master,Married,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,0,1,877,21,30-39,1131,2,1,4385,Low,43.616336633663366,Loyal
6742,Middle,Married,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,1,1,11,3,30-39,1082,0,0,55,Low,-6.032178217821782,New
1172,Master,Married,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,0,2034,24,30-39,974,4,1,10170,Low,70.27722772277228,Loyal
569,Middle,Single,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,0,1991,18,19-29,747,4,2,9955,Low,61.92574257425743,Loyal
4686,Master,Others,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1686,24,50-59,638,1,2,8430,Low,63.3861386138614,Loyal
1381,Master,Single,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,1,324,12,30-39,702,1,0,1620,Low,21.415841584158418,Regular
2634,Master,Single,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,1,69,6,30-39,622,1,0,345,Low,8.866336633663368,Regular
10905,Middle,Others,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,2,252,11,60-69,1158,1,0,1260,Low,18.74009900990099,Regular
1744,Basic,Single,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,1,54,4,50-59,1088,0,0,270,Low,6.06930693069307,New
1000,Master,Others,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,2,964,23,50-59,1028,0,1,4820,Low,47.83910891089109,Loyal
3828,Middle,Married,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,1,1327,26,60-69,1047,0,1,6635,Low,58.777227722772274,Loyal
8605,Master,Others,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,2,68,5,50-59,648,0,0,340,Low,7.596534653465346,Regular
10304,Middle,Married,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,60,4,50-59,1098,0,0,300,Low,6.188118811881188,New
4351,Middle,Others,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,0,2,55,4,60-69,978,1,0,275,Low,6.089108910891089,New
10129,Middle,Others,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1456,20,40-49,659,1,2,7280,Low,53.831683168316836,Loyal
2499,Basic,Single,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,1,563,17,50-59,969,0,1,2815,Low,32.398514851485146,Loyal
10092,Middle,Others,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,1,1504,22,60-69,1046,0,1,7520,Low,57.28217821782178,Loyal
7500,Middle,Single,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,2,564,17,40-49,616,0,2,2820,Low,32.41831683168317,Loyal
5796,Middle,Married,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1125,22,50-59,765,1,2,5625,Low,49.777227722772274,Loyal
10556,Middle,Married,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,1,358,13,50-59,586,1,2,1790,Low,23.33910891089109,Regular
1064,Master,Married,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,1,42,4,40-49,750,0,0,210,Low,5.831683168316832,New
48,Middle,Others,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,1,184,8,50-59,616,1,0,920,Low,13.643564356435645,Regular
7610,Middle,Others,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,1,460,14,30-39,987,0,0,2300,Low,26.60891089108911,Regular
263,Master,Single,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,145,7,70-79,582,1,0,725,Low,11.621287128712872,Regular
10814,Middle,Others,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,1376,24,60-69,1079,1,1,6880,Low,57.24752475247526,Loyal
9710,Master,Others,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,1,792,21,40-49,1075,0,1,3960,Low,41.93316831683168,Loyal
9292,Middle,Married,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,1382,22,60-69,1161,0,1,6910,Low,54.86633663366337,Loyal
10250,Basic,Others,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,28,3,60-69,1136,0,0,140,Low,4.304455445544555,New
7881,Master,Married,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,1033,23,60-69,824,0,2,5165,Low,49.20544554455446,Loyal
5847,Middle,Others,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,1,882,20,40-49,946,0,1,4410,Low,42.46534653465346,Loyal
737,Master,Married,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,0,2231,13,60-69,1033,3,1,11155,Low,60.428217821782184,Regular
3571,Master,Others,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,1101,16,50-59,1171,2,1,5505,Low,41.801980198019805,Loyal
7807,Middle,Married,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,1,369,11,40-49,1205,0,0,1845,Low,21.056930693069308,Regular
3878,Basic,Single,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,1,48,4,30-39,672,0,0,240,Low,5.950495049504951,New
5092,Master,Others,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,467,15,60-69,1052,2,1,2335,Low,27.997524752475243,Regular
2154,Middle,Others,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,2,44,5,40-49,1101,0,0,220,Low,7.121287128712872,Regular
5394,Basic,Single,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,2,38,6,30-39,1019,0,0,190,Low,8.252475247524755,Regular
3798,Middle,Married,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,2,81,6,40-49,785,0,0,405,Low,9.103960396039605,Regular
3524,Master,Single,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,1,167,8,40-49,879,1,0,835,Low,13.306930693069308,Regular
5247,Master,Married,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,2,45,5,60-69,600,0,0,225,Low,7.14108910891089,Regular
5883,Middle,Married,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,1,664,18,40-49,949,0,1,3320,Low,35.648514851485146,Loyal
2118,Basic,Married,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,1,622,17,50-59,842,0,2,3110,Low,33.56683168316832,Loyal
8812,Basic,Others,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,1,48,5,30-39,1026,0,0,240,Low,7.20049504950495,Regular
6616,Middle,Others,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,1,461,14,40-49,799,0,2,2305,Low,26.62871287128713,Regular
2797,Middle,Married,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,1,1073,25,30-39,863,0,2,5365,Low,52.49752475247524,Loyal
4328,Basic,Married,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,1,55,6,19-29,845,0,0,275,Low,8.58910891089109,Regular
9167,Middle,Married,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,1,976,23,50-59,1010,0,1,4880,Low,48.07673267326733,Loyal
10560,Master,Single,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,1,20,4,30-39,563,0,0,100,Low,5.396039603960396,New
2631,Middle,Others,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,1149,16,30-39,967,0,1,5745,Low,42.75247524752476,Loyal
8312,Basic,Married,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,43,5,50-59,564,0,0,215,Low,7.101485148514852,Regular
5534,Master,Married,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,0,1,224,8,40-49,802,1,0,1120,Low,14.435643564356438,Regular
5093,Master,Others,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,1,101,6,40-49,1199,1,0,505,Low,9.500000000000002,Regular
7592,Master,Married,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,209,9,60-69,987,0,0,1045,Low,15.388613861386139,Regular
8895,Middle,Single,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,968,20,30-39,1182,0,1,4840,Low,44.16831683168317,Loyal
8584,Master,Others,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,1165,16,60-69,936,0,1,5825,Low,43.069306930693074,Loyal
2694,Middle,Married,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,1,24,4,40-49,653,0,0,120,Low,5.475247524752476,New
8910,Middle,Others,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,2,252,11,60-69,1158,1,0,1260,Low,18.74009900990099,Regular
7433,Middle,Single,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,1,165,8,30-39,1219,0,0,825,Low,13.267326732673268,Regular
164,Master,Married,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,269,11,30-39,1174,0,0,1345,Low,19.076732673267326,Regular
10477,Master,Others,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,1,102,6,40-49,877,0,0,510,Low,9.519801980198022,Regular
2681,Basic,Married,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,461,18,30-39,882,0,0,2305,Low,31.628712871287128,Loyal
5150,Basic,Single,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,1,47,5,30-39,1109,0,0,235,Low,7.18069306930693,Regular
5283,Master,Single,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,2,144,7,30-39,682,0,0,720,Low,11.601485148514852,Regular
9645,Middle,Married,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,1338,23,40-49,1173,0,1,6690,Low,55.24504950495051,Loyal
10678,Middle,Others,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,1,917,23,50-59,763,0,2,4585,Low,46.90841584158416,Loyal
7261,Middle,Others,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,2,318,12,40-49,1094,1,0,1590,Low,21.2970297029703,Regular
9648,Middle,Single,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,2,253,10,40-49,1153,0,0,1265,Low,17.50990099009901,Regular
2870,Middle,Married,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,1,502,15,40-49,1196,0,0,2510,Low,28.69059405940594,Regular
8008,Middle,Others,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,1,119,6,30-39,752,0,0,595,Low,9.856435643564357,Regular
1513,Basic,Others,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,2,1250,16,30-39,1220,0,1,6250,Low,44.75247524752476,Loyal
6173,Middle,Others,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,1,969,23,30-39,789,0,2,4845,Low,47.93811881188119,Loyal
1419,Middle,Others,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,2,76,6,60-69,878,0,0,380,Low,9.004950495049506,Regular
9150,Master,Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,2,62,5,50-59,628,0,0,310,Low,7.477722772277227,Regular
7960,Basic,Others,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1382,25,50-59,868,1,1,6910,Low,58.616336633663366,Loyal
1250,Middle,Single,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,1,84,6,30-39,692,0,0,420,Low,9.163366336633665,Regular
9905,Middle,Others,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,0,2,255,9,60-69,901,1,0,1275,Low,16.29950495049505,Regular
10691,Master,Married,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,2,43,4,50-59,930,0,0,215,Low,5.851485148514852,New
7002,Middle,Single,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,1,398,13,60-69,819,0,0,1990,Low,24.13118811881188,Regular
2952,Master,Single,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,1,76,6,30-39,624,0,0,380,Low,9.004950495049506,Regular
8439,Middle,Others,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,2,902,13,50-59,573,1,2,4510,Low,34.11138613861387,Regular
762,Basic,Others,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,1,823,20,30-39,608,0,2,4115,Low,41.2970297029703,Loyal
2831,Middle,Others,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,1,1179,24,30-39,552,0,2,5895,Low,53.34653465346535,Loyal
6977,Middle,Others,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,1,1921,28,40-49,1173,1,1,9605,Low,73.03960396039604,Loyal
6289,Master,Others,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,2,185,8,60-69,977,0,0,925,Low,13.663366336633665,Regular
4168,Middle,Single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,2,433,14,40-49,1016,1,0,2165,Low,26.074257425742577,Regular
8397,Middle,Married,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,0,2,34,4,60-69,720,1,0,170,Low,5.673267326732674,New
9284,Middle,Others,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,1,907,22,50-59,936,0,2,4535,Low,45.460396039603964,Loyal
6237,Master,Single,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,2,416,25,40-49,754,0,2,2080,Low,39.48762376237624,Loyal
3130,Middle,Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,2,44,6,50-59,940,0,0,220,Low,8.371287128712874,Regular
1619,Middle,Married,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,1588,16,50-59,612,1,2,7940,Low,51.445544554455445,Loyal
1990,Master,Single,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,0,0,1797,16,40-49,1151,1,1,8985,Low,55.584158415841586,Loyal
5513,Middle,Others,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,2,40,4,40-49,1183,0,0,200,Low,5.792079207920793,New
269,Master,Single,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,1,1143,15,50-59,1140,0,1,5715,Low,41.383663366336634,Regular
8093,Master,Married,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,914,13,40-49,551,1,2,4570,Low,34.349009900990104,Regular
10513,Middle,Others,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,1502,11,19-29,1075,1,1,7510,Low,43.492574257425744,Regular
10177,Middle,Others,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,1,1338,17,60-69,1050,0,1,6690,Low,47.7450495049505,Loyal
2549,Master,Others,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,1,27,4,30-39,893,0,0,135,Low,5.534653465346535,New
5782,Basic,Others,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,1,763,20,30-39,824,1,2,3815,Low,40.10891089108911,Loyal
10057,Middle,Single,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,1331,21,60-69,895,1,1,6655,Low,52.60643564356435,Loyal
10307,Middle,Married,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,2,525,16,50-59,852,0,0,2625,Low,30.396039603960396,Loyal
8566,Master,Others,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,2,9,3,50-59,564,0,0,45,Low,3.928217821782179,New
2415,Middle,Others,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,1,953,13,50-59,633,1,0,4765,Low,35.12128712871287,Regular
5684,Master,Others,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,2,68,5,40-49,811,0,0,340,Low,7.596534653465346,Regular
8334,Master,Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,2,131,7,40-49,818,0,0,655,Low,11.344059405940595,Regular
9166,Middle,Married,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,1,882,20,40-49,874,0,2,4410,Low,42.46534653465346,Loyal
1440,Basic,Others,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,1149,23,30-39,1213,0,1,5745,Low,51.50247524752476,Loyal
78,Middle,Married,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,1,37,4,40-49,837,0,0,185,Low,5.732673267326733,New
5441,Master,Others,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,1,388,13,50-59,858,0,0,1940,Low,23.933168316831683,Regular
5302,Middle,Others,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,1428,15,19-29,1049,1,1,7140,Low,47.027227722772274,Regular
4687,Master,Married,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,1633,23,50-59,952,0,1,8165,Low,61.08663366336634,Loyal
1087,Master,Others,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,1,173,7,40-49,953,1,0,865,Low,12.175742574257427,Regular
6859,Middle,Single,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,1,99,7,19-29,814,0,0,495,Low,10.710396039603962,Regular
9860,Middle,Others,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,1,215,9,50-59,1021,0,0,1075,Low,15.507425742574258,Regular
7129,Master,Married,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,1,929,23,50-59,1047,0,1,4645,Low,47.146039603960396,Loyal
5866,Middle,Others,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,1,219,9,40-49,651,0,0,1095,Low,15.586633663366337,Regular
10521,Middle,Married,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,2,174,8,30-39,841,1,0,870,Low,13.445544554455447,Regular
7393,Middle,Others,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,2,92,6,30-39,1116,0,0,460,Low,9.321782178217823,Regular
7849,Master,Married,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,1052,24,40-49,843,0,2,5260,Low,50.83168316831683,Loyal
332,Middle,Married,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,1,275,11,50-59,1014,1,0,1375,Low,19.195544554455445,Regular
9847,Basic,Married,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,1,587,14,60-69,1245,0,1,2935,Low,29.12376237623763,Regular
531,Master,Others,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,1,1662,22,60-69,1195,1,1,8310,Low,60.41089108910891,Loyal
9576,Master,Others,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,1,159,8,30-39,1053,0,0,795,Low,13.14851485148515,Regular
6906,Master,Others,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,0,1024,17,60-69,941,4,1,5120,Low,41.52722772277228,Loyal
7419,Master,Others,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,1,35,5,40-49,617,0,0,175,Low,6.943069306930694,Regular
